statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
383,https://modernslaveryregister.gov.au/statements/383/,23/11/2021 8:44,['WATER NSW (21 147 934 787)'],400-450M,"['Utilities: gas, water and electricity']",['Australia']
386,https://modernslaveryregister.gov.au/statements/386/,26/11/2020 17:44,"['Osaki Electric Co., Ltd.']",1BN+,['Other'],['Japan']
388,https://modernslaveryregister.gov.au/statements/388/,26/11/2020 17:44,['AUSREO PTY LIMITED (11 094 555 192)'],250-300M,"['Construction, civil engineering and building products']",['Australia']
394,https://modernslaveryregister.gov.au/statements/394/,26/11/2020 17:56,['DIMEO GROUP HOLDINGS PTY LTD (44 630 189 758)'],150-200M,['Cleaning and security services'],['Australia']
399,https://modernslaveryregister.gov.au/statements/399/,26/11/2020 17:45,['INFOR GLOBAL SOLUTIONS (ANZ) PTY LIMITED (25 003 538 314)'],Unknown,['Information technology and telecommunication'],['Australia']
400,https://modernslaveryregister.gov.au/statements/400/,23/04/2021 10:00,"['GUARDIAN NETWORK PTY. LTD. (32 082 447 827), THE UNITING CHURCH IN AUSTRALIA PROPERTY TRUST (TAS.) (88 774 033 774), THE UNITING CHURCH IN AUSTRALIA PROPERTY TRUST (VICTORIA) (39 703 442 583), UCA CASH MANAGEMENT FUND LIMITED (41 075 948 444), UCA GROWTH FUND LIMITED (39 075 948 435), UNITING AGEWELL LIMITED (19 628 178 816), UNITING ETHICAL INVESTORS LIMITED (46 102 469 821), UNITING HOUSING (AUSTRALIA) LIMITED (31 640 217 803), UNITING HOUSING (VICTORIA) LIMITED (69 134 589 745), UNITING (VICTORIA AND TASMANIA) LIMITED (81 098 317 125)']",450-500M,['Charitable / not-for-profit activities'],['Australia']
401,https://modernslaveryregister.gov.au/statements/401/,25/10/2021 16:46,"['AYERS MANAGEMENT PTY LTD (76 123 208 300), AYERS PAYROLL AND CONTRACTOR SERVICES PTY LTD (55 161 137 346), THE LESTER PARTNERSHIP PTY LIMITED (31 076 127 323)']",0-99M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
428,https://modernslaveryregister.gov.au/statements/428/,26/11/2020 17:30,"['Online Education Services Pty Ltd (75 148 177 959), SEEK LIMITED (46 080 075 314)']",1BN+,"['Media, publishing, arts and entertainment\nInformation technology and telecommunication\nEducation and research']",['Australia']
437,https://modernslaveryregister.gov.au/statements/437/,26/11/2020 17:57,"['JD SPORTS FASHION AUSTRALIA PTY LTD (63 614 310 075), JD SPORTS FASHION HOLDINGS AUSTRALIA PTY LTD (15 614 248 332)']",300-350M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
438,https://modernslaveryregister.gov.au/statements/438/,26/11/2020 17:57,['AMAYSIM AUSTRALIA LIMITED (65 143 613 478)'],450-500M,"['Utilities: gas, water and electricity\nInformation technology and telecommunication']",['Australia']
442,https://modernslaveryregister.gov.au/statements/442/,26/11/2020 17:48,['MUN (AUSTRALIA) PTY LIMITED (49 075 460 838)'],Unknown,['Healthcare and pharmaceuticals'],['Malaysia']
447,https://modernslaveryregister.gov.au/statements/447/,22/12/2020 16:07,"['MACKAY PORTS LIMITED (69 131 965 707), North Queensland Bulk Ports Corporation Limited (36 136 880 218), Ports Corporation of Queensland Limited (49 657 447 879)']",100-150M,"['Transportation, logistics, and storage\nOther']",['Australia']
452,https://modernslaveryregister.gov.au/statements/452/,22/12/2020 16:55,['ICON WATER LIMITED (86 069 381 960)'],400-450M,"['Utilities: gas, water and electricity']",['Australia']
455,https://modernslaveryregister.gov.au/statements/455/,22/12/2020 16:05,['FORTESCUE METALS GROUP LTD (57 002 594 872)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
463,https://modernslaveryregister.gov.au/statements/463/,22/12/2020 16:35,['COAL SERVICES PTY LIMITED (98 099 078 234)'],100-150M,['Other'],['Australia']
466,https://modernslaveryregister.gov.au/statements/466/,28/01/2021 11:43,['Brenntag Australia Pty. Ltd.'],100-150M,"['Food and beverages, agriculture and fishing\nMining, metals, chemicals and resources (including oil and gas)\nCosmetics and toiletries\nConstruction, civil engineering and building products\nTransportation, logistics, and storage\nCleaning and security services\nHealthcare and pharmaceuticals\nOther']","['Australia, Germany, New Zealand']"
474,https://modernslaveryregister.gov.au/statements/474/,22/12/2020 16:31,['NORTHWEST HEALTHCARE AUSTRALIAN PROPERTY LIMITED (47 083 065 034)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
478,https://modernslaveryregister.gov.au/statements/478/,22/12/2020 16:05,"[""QUEENSLAND TEACHERS' UNION HEALTH FUND LIMITED (38 085 150 376)""]",150-200M,"['Financial, insurance and real estate activities']",['Australia']
482,https://modernslaveryregister.gov.au/statements/482/,22/12/2020 16:04,"['Big River Group (NZ) Ltd, BIG RIVER GROUP PTY LTD (72 000 009 754), BIG RIVER INDUSTRIES LTD (72 609 901 377)']",400-450M,"['Forestry, timber products, paper and containers and packaging\nConstruction, civil engineering and building products']",['Australia']
489,https://modernslaveryregister.gov.au/statements/489/,22/12/2020 16:04,"['A.C.N. 085 239 998 PTY LTD (39 085 239 998), KENTUCKY FRIED CHICKEN PTY LTD (79 000 587 780), KFC ADCO LIMITED (22 083 047 992)']",1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
493,https://modernslaveryregister.gov.au/statements/493/,22/12/2020 16:30,['Frazer-Nash Consultancy Limited (20 578 377 332)'],0-99M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['United Kingdom']
496,https://modernslaveryregister.gov.au/statements/496/,25/02/2021 14:04,"['Envirolab, Envirolab Group, Envirolab Group, Envirolab Group']",0-99M,['Other'],['Australia']
502,https://modernslaveryregister.gov.au/statements/502/,23/04/2021 10:00,['CLUB ASSIST CORPORATION PTY LTD (62 065 089 278)'],250-300M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
503,https://modernslaveryregister.gov.au/statements/503/,25/02/2021 14:03,['BENDIGO AND ADELAIDE BANK LIMITED (11 068 049 178)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
508,https://modernslaveryregister.gov.au/statements/508/,28/01/2021 11:42,['Chilada Pty Ltd (55 128 692 893)'],0-99M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
514,https://modernslaveryregister.gov.au/statements/514/,22/12/2020 16:55,"['CLEANAWAY CO PTY LTD (31 127 853 561), CLEANAWAY INDUSTRIAL SOLUTIONS PTY LTD (57 099 813 546), CLEANAWAY OPERATIONS PTY LTD (40 010 745 383), CLEANAWAY PTY LTD (79 000 164 938), CLEANAWAY SOLID WASTE PTY LTD (55 120 175 635), CLEANAWAY WASTE MANAGEMENT LIMITED (74 101 155 220), LANDFILL OPERATIONS PTY LTD (18 603 300 358)']",1BN+,['Waste management and recycling'],['Australia']
515,https://modernslaveryregister.gov.au/statements/515/,22/12/2020 16:04,['EVOLUTION MINING LIMITED (74 084 669 036)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
520,https://modernslaveryregister.gov.au/statements/520/,22/12/2020 16:03,"['EAHPL PTY LTD (74 164 521 617), EBOS GROUP AUSTRALIA PTY LIMITED (38 125 401 247), EBOS PH PTY LTD (29 613 974 253), LYPPARD AUSTRALIA PTY LTD (53 007 008 906), MASTERPET AUSTRALIA PTY LIMITED (80 000 333 353), PET CARE DISTRIBUTORS PTY LTD (58 125 265 769), PET CARE HOLDINGS AUSTRALIA PTY LTD (77 000 060 364), SYMBION PTY LTD (25 000 875 034), TERRY WHITE GROUP PTY LTD (64 136 808 243), ZAP SERVICES PTY LTD (61 132 014 174), ZHHA PTY LTD (78 131 957 269)']",1BN+,['Healthcare and pharmaceuticals\nOther'],"['Australia, New Zealand']"
526,https://modernslaveryregister.gov.au/statements/526/,22/12/2020 16:28,['BISLEY SALES PTY. LIMITED (90 608 776 816)'],0-99M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
528,https://modernslaveryregister.gov.au/statements/528/,23/04/2021 11:19,['THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION (52 755 439 387)'],100-150M,"['Food and beverages, agriculture and fishing\nDurable consumer goods, including electronics and appliances, home furnishings and other accessories\nFashion, textiles, apparel and luxury goods\nConstruction, civil engineering and building products\nConsumer services, including accommodation, hospitality, tourism and leisure\nInformation technology and telecommunication\nProfessional and administrative services and supplies, including legal, consulting and accounting services\nCharitable / not-for-profit activities']",['Australia']
533,https://modernslaveryregister.gov.au/statements/533/,22/12/2020 16:27,['BREVILLE GROUP LIMITED (90 086 933 431)'],900M-1BN,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
535,https://modernslaveryregister.gov.au/statements/535/,22/12/2020 16:27,['VICTORIAN RAIL TRACK (55 047 316 805)'],150-200M,"['Transportation, logistics, and storage']",['Australia']
539,https://modernslaveryregister.gov.au/statements/539/,22/12/2020 16:54,['ASPEN MEDICAL PTY LIMITED (32 105 250 413)'],Unknown,['Healthcare and pharmaceuticals'],['Australia']
552,https://modernslaveryregister.gov.au/statements/552/,22/12/2020 16:03,['INTERACTIVE PTY. LIMITED (17 088 952 023)'],200-250M,['Information technology and telecommunication'],['Australia']
555,https://modernslaveryregister.gov.au/statements/555/,22/12/2020 16:25,"['GENERAL REINSURANCE AUSTRALIA LTD (16 008 427 450), GENERAL REINSURANCE LIFE AUSTRALIA LTD (73 002 166 869)']",600-700M,"['Financial, insurance and real estate activities']",['United States of America']
557,https://modernslaveryregister.gov.au/statements/557/,22/12/2020 16:02,"['SBME HOLDINGS (AUSTRALIA) PTY LIMITED (85 107 132 329), SONY AUSTRALIA LIMITED (59 001 215 354), SONY INTERACTIVE ENTERTAINMENT AUSTRALIA PTY LIMITED (80 077 583 183), SONY INTERACTIVE ENTERTAINMENT NETWORK EUROPE LIMITED, SONY MUSIC ENTERTAINMENT AUSTRALIA PTY LTD (95 107 133 184)']",Unknown,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nMedia, publishing, arts and entertainment']","['Australia, United Kingdom']"
559,https://modernslaveryregister.gov.au/statements/559/,28/01/2021 11:41,"['BRAVO HOLDCO PTY LTD (22 628 069 474), HIVE & WELLNESS AUSTRALIA PTY LTD (55 009 686 435)']",200-250M,"['Food and beverages, agriculture and fishing']",['Australia']
560,https://modernslaveryregister.gov.au/statements/560/,22/12/2020 16:53,"['TILT RENEWABLES LIMITED (55 613 749 616), TILT RENEWABLES LIMITED (55 613 749 616)']",300-350M,"['Utilities: gas, water and electricity']",['New Zealand']
568,https://modernslaveryregister.gov.au/statements/568/,22/12/2020 16:01,['IPH LIMITED (49 169 015 838)'],350-400M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
572,https://modernslaveryregister.gov.au/statements/572/,22/12/2020 16:24,['CALIBRE GROUP PTY LTD (44 100 255 623)'],450-500M,"['Mining, metals, chemicals and resources (including oil and gas)\nUtilities: gas, water and electricity\nConstruction, civil engineering and building products']","['Australia, New Zealand']"
573,https://modernslaveryregister.gov.au/statements/573/,25/02/2021 13:57,"['ALINTA ENERGY PTY LIMITED (64 614 975 629), LATROBE VALLEY POWER (HOLDINGS) PTY LTD (57 621 363 102), PIONEER SAIL AUSTRALIA PTY LIMITED (91 617 846 385), PIONEER SAIL HOLDINGS PTY LIMITED (45 617 844 569)']",Unknown,"['Utilities: gas, water and electricity']",['Australia']
574,https://modernslaveryregister.gov.au/statements/574/,22/12/2020 16:01,['WESTCON GROUP PTY LIMITED (77 050 539 672)'],350-400M,['Information technology and telecommunication'],['United Kingdom']
578,https://modernslaveryregister.gov.au/statements/578/,22/12/2020 16:00,"['MINOVA AUSTRALIA PTY LTD (78 084 965 962), ORICA AUSTRALIA PTY LTD (99 004 117 828), ORICA INVESTMENTS PTY LTD (69 009 781 257), ORICA LIMITED (24 004 145 868), ORICA MINING SERVICES PILBARA PTY LTD (65 158 151 369)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
579,https://modernslaveryregister.gov.au/statements/579/,22/12/2020 16:24,"[""BRADNAM'S WINDOWS AND DOORS PTY. LTD. (78 010 409 819)""]",250-300M,"['Construction, civil engineering and building products']",['Australia']
580,https://modernslaveryregister.gov.au/statements/580/,22/12/2020 16:52,['BINGO INDUSTRIES LIMITED (72 617 748 231)'],450-500M,['Waste management and recycling'],['Australia']
585,https://modernslaveryregister.gov.au/statements/585/,22/12/2020 16:26,"['GRAND UNITED CORPORATE HEALTH LIMITED (99 002 985 033), N I B HEALTH FUNDS LTD (83 000 124 381), NIB Holdings Ltd (51 125 633 856)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
586,https://modernslaveryregister.gov.au/statements/586/,22/12/2020 16:45,['DECMIL GROUP LIMITED (35 111 210 390)'],450-500M,"['Construction, civil engineering and building products']",['Australia']
609,https://modernslaveryregister.gov.au/statements/609/,22/12/2020 15:58,['FUJITSU AUSTRALIA LIMITED (19 001 011 427)'],1BN+,['Information technology and telecommunication'],['Australia']
613,https://modernslaveryregister.gov.au/statements/613/,22/12/2020 15:58,['ASC PTY LTD (64 008 605 034)'],600-700M,['Defence and aerospace'],['Australia']
616,https://modernslaveryregister.gov.au/statements/616/,22/12/2020 15:57,['THE LEPROSY MISSION AUSTRALIA (52 354 004 543)'],0-99M,['Charitable / not-for-profit activities'],['Australia']
629,https://modernslaveryregister.gov.au/statements/629/,22/12/2020 16:16,"['ARUP AUSTRALIA PTY LTD (76 625 912 665), ARUP AUSTRALIA SERVICES PTY LTD (36 625 911 686), ARUP PTY LIMITED (18 000 966 165)']",Unknown,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
636,https://modernslaveryregister.gov.au/statements/636/,22/12/2020 16:07,"['AUSNET ELECTRICITY SERVICES PTY LTD (91 064 651 118), AUSNET GAS SERVICES PTY LTD (43 086 015 036), AUSNET SERVICES (DISTRIBUTION) PTY LTD (37 108 788 245), AUSNET SERVICES HOLDINGS PTY LTD (97 086 006 859), AUSNET SERVICES LTD. (45 603 317 559), AUSNET SERVICES (TRANSMISSION) PTY LTD (48 116 124 362), AUSNET TRANSMISSION GROUP PTY LTD (78 079 798 173)']",1BN+,"['Utilities: gas, water and electricity']",['Australia']
639,https://modernslaveryregister.gov.au/statements/639/,22/12/2020 16:36,['MORGANS FINANCIAL LIMITED (49 010 669 726)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
647,https://modernslaveryregister.gov.au/statements/647/,22/12/2020 16:08,['SYNNEX AUSTRALIA PTY. LTD. (40 052 285 882)'],1BN+,['Other'],['Taiwan']
651,https://modernslaveryregister.gov.au/statements/651/,22/12/2020 16:09,['RICEGROWERS LIMITED (55 007 481 156)'],1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
652,https://modernslaveryregister.gov.au/statements/652/,22/12/2020 16:36,"['BABCOCK AUSTRALIA HOLDINGS PTY LTD (99 602 953 739), BABCOCK MISSION CRITICAL SERVICES AUSTRALASIA PTY LTD (50 011 075 460), BABCOCK OFFSHORE SERVICES AUSTRALASIA PTY LTD (58 141 024 606), BABCOCK PTY LTD (32 050 019 817)']",0-99M,['Defence and aerospace\nOther'],['Australia']
655,https://modernslaveryregister.gov.au/statements/655/,25/02/2021 14:23,"['AUSTRALASIAN STEEL PRODUCTS PROPRIETARY LIMITED (86 004 121 313), RYCO Hydraulics (Dalian) Ltd, RYCO Hydraulics Inc, RYCO Hydraulics Ltd, RYCO HYDRAULICS PTY LTD (96 085 527 724), RYCO Hydraulics (Pty) Ltd SA, RYCO Hydraulics Sdn Bhd']",200-250M,['Other'],['Australia']
656,https://modernslaveryregister.gov.au/statements/656/,22/12/2020 16:56,['GROWTHPOINT PROPERTIES AUSTRALIA LIMITED (33 124 093 901)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
658,https://modernslaveryregister.gov.au/statements/658/,22/12/2020 16:37,['SHARMAN PROPERTY SERVICES PTY. LTD. (16 011 022 209)'],0-99M,['Cleaning and security services'],['Australia']
661,https://modernslaveryregister.gov.au/statements/661/,22/12/2020 16:09,"['CFG FINANCE PTY LIMITED (49 151 677 351), COLLINS FOODS FINANCE PTY LIMITED (65 113 833 391), COLLINS FOODS GROUP PTY LTD (52 009 937 900), Collins Foods Holding Pty Limited (31 113 801 648), COLLINS FOODS LIMITED (13 151 420 781), COLLINS RESTAURANTS QUEENSLAND PTY LTD (97 009 988 381), COLLINS RESTAURANTS SOUTH PTY LTD (99 612 129 781), COLLINS RESTAURANTS WEST PTY LTD (11 009 701 179), FISCAL NOMINEES COMPANY PTY LTD (65 166 936 278)']",900M-1BN,"['Food and beverages, agriculture and fishing']",['Australia']
664,https://modernslaveryregister.gov.au/statements/664/,22/12/2020 16:11,['NSC (AUSTRALIA) PTY LTD (71 607 111 268)'],250-300M,"['Utilities: gas, water and electricity']",['Japan']
665,https://modernslaveryregister.gov.au/statements/665/,22/12/2020 16:38,['The Trustee for B E CAMPBELL UNIT TRUST (97 164 598 120)'],450-500M,"['Food and beverages, agriculture and fishing']",['Australia']
667,https://modernslaveryregister.gov.au/statements/667/,22/12/2020 16:40,['LULULEMON ATHLETICA AUSTRALIA HOLDING PTY LTD (45 131 437 468)'],150-200M,"['Fashion, textiles, apparel and luxury goods']",['Canada']
671,https://modernslaveryregister.gov.au/statements/671/,22/12/2020 16:11,['SUMITOMO MITSUI BANKING CORPORATION (98 114 053 459)'],300-350M,"['Financial, insurance and real estate activities']",['Japan']
678,https://modernslaveryregister.gov.au/statements/678/,22/12/2020 16:16,"['CROMWELL CORPORATION LIMITED (44 001 056 980), The Trustee for Cromwell Diversified Property Trust (30 074 537 051)']",700-800M,"['Financial, insurance and real estate activities']",['Australia']
681,https://modernslaveryregister.gov.au/statements/681/,22/12/2020 16:17,['CSL AUSTRALIA PTY LTD (24 080 378 614)'],200-250M,"['Transportation, logistics, and storage']",['Australia']
