IDX,PeriodStart,PeriodEnd,Type,HeadquarteredCountries,AnnualRevenue,ReportingEntities,IncludedEntities,ABN,ACN,ARBN,Link,IndustrySectors,RelatedStatements
2023-3284,2022-07-01,2023-06-30,Joint,Australia,200-250M,"NETWEALTH GROUP LIMITED (84 620 145 404), NETWEALTH GROUP SERVICES PTY LTD (89 135 940 840), NETWEALTH HOLDINGS LIMITED (57 133 790 146), NETWEALTH INVESTMENTS LIMITED (85 090 569 109)",NETWEALTH SUPERANNUATION SERVICES PTY LTD (80 636 951 310),"84620145404, 89135940840, 57133790146, 85090569109, 80636951310",,,https://modernslaveryregister.gov.au/statements/16559/,"Financial, insurance and real estate activities","2024-3156, 2022-1953, 2021-3017, 2021-516"
2023-3213,2022-07-01,2023-06-30,Single,Australia,1BN+,PILBARA MINERALS LIMITED,"MT FRANCISCO OPERATIONS PTY LTD, NGUNGAJU LITHIUM OPERATIONS PTY LTD, PILBARA LITHIUM PTY LTD, PILBARA MINERALS KOREA JV PTY LTD, PILGANGOORA HOLDINGS PTY LTD, PILGANGOORA OPERATIONS PTY LTD, Tabba Tabba Tantalum Pty Ltd",,"628475990, 095384491, 610861044, 630034669, 112425788, 616550497, 616560395, 154081339",,https://modernslaveryregister.gov.au/statements/16489/,"Mining, metals, chemicals and resources (including oil and gas)",2024-2659
2023-3205,2022-07-01,2023-06-30,Joint,Australia,300-350M,NATIONAL STORAGE HOLDINGS LIMITED,THE TRUSTEE FOR NATIONAL STORAGE PROPERTY TRUST (89 097 160 227),89097160227,166572845,,https://modernslaveryregister.gov.au/statements/16485/,"Transportation, logistics, and storage","2024-2739, 2022-2956, 2021-3958"
2023-3143,2022-06-01,2023-05-31,Single,Australia,900M-1BN,NIKE AUSTRALIA PTY. LTD. (99 055 141 743),,99055141743,,,https://modernslaveryregister.gov.au/statements/16414/,"Fashion, textiles, apparel and luxury goods","2024-2537, 2022-2057, 2021-3152, 2021-852"
2023-3140,2022-07-01,2023-06-30,Single,Australia,200-250M,NEXON ASIA PACIFIC PTY. LTD. (70 095 335 023),,70095335023,,,https://modernslaveryregister.gov.au/statements/16409/,Information technology and telecommunication,"2024-2989, 2022-1858, 2021-2924"
2023-3106,2022-07-01,2023-06-30,Single,Australia,100-150M,NEW HORIZONS ENTERPRISES LIMITED (42 002 066 604),,42002066604,,,https://modernslaveryregister.gov.au/statements/16376/,Charitable / not-for-profit activities,"2022-2053, 2021-3049"
2023-3075,2022-07-01,2023-06-30,Joint,Australia,500-600M,"NORTHCONNEX COMPANY PTY LTD, NORTHWESTERN ROADS GROUP NOMINEES PTY LTD, NORTHWESTERN ROADS GROUP PTY LTD, WSO CO PTY LIMITED",,,"602719513, 169328287, 169328330, 102757924",,https://modernslaveryregister.gov.au/statements/16328/,Other,2024-2932
2023-2999,2022-07-01,2023-06-30,Single,Australia,100-150M,NORTH QUEENSLAND AIRPORTS NO. 2 (MACKAY) PTY LIMITED (83 134 137 358),,83134137358,,,https://modernslaveryregister.gov.au/statements/16253/,"Transportation, logistics, and storage
Consumer services, including accommodation, hospitality, tourism and leisure","2022-2389, 2021-898"
2023-2996,2022-07-01,2023-06-30,Joint,Australia,200-250M,MUTUAL MARKETPLACE PTY. LTD. (35 615 297 820),"MUTUAL MARKETPLACE LEGAL PTY LTD (39 658 736 540), MUTUAL MARKETPLACE PROPERTY PTY LTD (45 100 215 932)","39658736540, 45100215932, 35615297820",,,https://modernslaveryregister.gov.au/statements/16249/,"Financial, insurance and real estate activities","2022-2183, 2020-259"
2023-2970,2022-07-01,2023-06-30,Single,Australia,250-300M,NORTHLINE PARTNERSHIP (18 677 809 229),,18677809229,,,https://modernslaveryregister.gov.au/statements/16219/,"Transportation, logistics, and storage","2024-3396, 2022-2973, 2022-60, 2021-2450"
2023-2961,2022-07-01,2023-06-30,Joint,Australia,0-99M,The Trustee for SPIRIT SUPER (74 559 365 913),"MTAA Superannuation Fund (Secretariat Co.) Pty Limited (29 104 826 413), Quadrant First Pty Ltd (78 102 167 877)","29104826413, 78102167877, 74559365913",,,https://modernslaveryregister.gov.au/statements/16202/,"Financial, insurance and real estate activities","2024-2012, 2020-242"
2023-2928,2022-07-01,2023-06-30,Single,Australia,150-200M,OAKMOORE PTY. LTD. (13 056 159 570),,13056159570,,,https://modernslaveryregister.gov.au/statements/16168/,"Automotive, machinery and heavy electrical equipment","2024-2644, 2022-2785, 2021-3884, 2021-661"
2023-2889,2022-07-01,2023-06-30,Single,Australia,350-400M,NEW AIM PTY. LTD.,,,115804432,,https://modernslaveryregister.gov.au/statements/16116/,"Durable consumer goods, including electronics and appliances, home furnishings and other accessories",
2023-3322,2022-07-01,2023-06-30,Joint,Australia,1BN+,"NEGU PTY LTD (22 637 047 066), TATTARANG CAPITAL PTY LTD (40 161 233 674), The Trustee for Tattarang Investments No 2 Unit Trust (92 813 897 062), The Trustee for THE PEEPINGEE TRUST (44 994 119 389)",,"22637047066, 40161233674, 92813897062, 44994119389",,,https://modernslaveryregister.gov.au/statements/16111/,"Financial, insurance and real estate activities","2024-3449, 2022-2897, 2021-4161, 2021-1346"
2023-2880,2022-07-01,2023-06-30,Single,Australia,800-900M,Newcastle Coal Infrastructure Group Pty Ltd (35 111 228 221),,35111228221,,,https://modernslaveryregister.gov.au/statements/16102/,"Mining, metals, chemicals and resources (including oil and gas)","2024-2805, 2022-2060, 2021-3661, 2021-970"
2023-1498,2023-01-01,2023-12-31,Single,Australia,150-200M,MULTIMEDIA TECHNOLOGY PTY. LTD. (91 058 914 784),,91058914784,,,https://modernslaveryregister.gov.au/statements/14158/,Information technology and telecommunication,2021-1545
2023-3424,2022-07-01,2023-06-30,Joint,Australia,900M-1BN,PRL GLOBAL LTD,PHOSPHATE RESOURCES LIMITED,,"009396543, 006788754",,https://modernslaveryregister.gov.au/statements/16565/,"Mining, metals, chemicals and resources (including oil and gas)",
2024-115,2022-08-01,2023-07-31,Single,Australia,100-150M,VR AUSTRALIA HOLDINGS PTY LTD (41 605 041 530),Perisher Blue PL ATF for SNOW TRUST (29 420 214 757),"29420214757, 41605041530",,,https://modernslaveryregister.gov.au/statements/16879/,"Consumer services, including accommodation, hospitality, tourism and leisure",2025-57
2023-3398,2022-07-01,2023-06-30,Joint,Australia,150-200M,"TAD HOLDCO PTY LTD, TRIP A DEAL HOLDINGS PTY LTD, Trip A Deal Pty Ltd",PHONE A FLIGHT PTY LTD,,"608735664, 637674376, 617898263, 149240433",,https://modernslaveryregister.gov.au/statements/16689/,"Consumer services, including accommodation, hospitality, tourism and leisure",2024-3055
2023-3379,2022-07-01,2023-06-30,Joint,Australia,200-250M,POINTSBET HOLDINGS LIMITED (68 621 179 351),"POINTSBET AUSTRALIA PTY LIMITED (91 606 814 920), POINTSBET PTY LIMITED (18 604 782 318)","91606814920, 68621179351, 18604782318",,,https://modernslaveryregister.gov.au/statements/16670/,Other,"2024-3500, 2022-2887, 2021-2806"
2023-3348,2022-07-01,2023-06-30,Joint,Australia,1BN+,The Trustee for SFT trust (75 492 874 033),"PEREGRINE ENERGY PTY LTD (80 615 822 065), RELIABLE PETROLEUM PTY LTD (54 602 197 375)","80615822065, 54602197375, 75492874033",,,https://modernslaveryregister.gov.au/statements/16638/,"Food and beverages, agriculture and fishing
Mining, metals, chemicals and resources (including oil and gas)
Durable consumer goods, including electronics and appliances, home furnishings and other accessories",2022-3071
2023-3330,2022-07-01,2023-06-30,Joint,Australia,250-300M,"ONCORE CONSULTING PTY LTD (63 137 348 951), ONCORE GROUP HOLDINGS PTY LTD (83 137 343 349), ONE VENDOR PAYROLL PTY LTD (67 135 287 071)",,"63137348951, 83137343349, 67135287071",,,https://modernslaveryregister.gov.au/statements/16614/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2024-3242, 2022-2886, 2021-3351, 2021-1166"
2023-3317,2022-07-01,2023-06-30,Joint,Australia,100-150M,"PROTEN HOLDINGS PTY LTD (98 437 402 706), PROTEN PTY LIMITED (80 109 715 488), PROTEN TAMWORTH PTY LTD (12 109 715 513)","PROTEN HOLDINGS PTY LTD (98 437 402 706), PROTEN TAMWORTH PTY LTD (12 109 715 513)","98437402706, 98437402706, 80109715488, 12109715513, 12109715513",,,https://modernslaveryregister.gov.au/statements/16599/,"Food and beverages, agriculture and fishing","2024-3456, 2022-3061"
2023-3313,2022-07-01,2023-06-30,Single,Australia,1BN+,Perseus Mining Limited (27 106 808 986),,27106808986,,,https://modernslaveryregister.gov.au/statements/16597/,"Mining, metals, chemicals and resources (including oil and gas)","2024-3525, 2022-2266, 2021-3814, 2021-520"
2023-3212,2022-07-01,2023-06-30,Single,Australia,100-150M,RALMANA PTY. LTD. (93 009 149 106),,93009149106,,,https://modernslaveryregister.gov.au/statements/16493/,"Construction, civil engineering and building products","2024-3067, 2023-254, 2022-1432, 2021-1802"
2023-3172,2022-07-01,2023-06-30,Single,Australia,150-200M,PRESTAL HOLDINGS LIMITED (29 091 035 353),,29091035353,,,https://modernslaveryregister.gov.au/statements/16461/,"Food and beverages, agriculture and fishing","2022-2495, 2021-4132, 2021-770"
2023-3167,2022-07-01,2023-06-30,Single,Australia,1BN+,PFD FOOD SERVICES PTY LTD (29 006 972 381),,29006972381,,,https://modernslaveryregister.gov.au/statements/16457/,"Food and beverages, agriculture and fishing
Transportation, logistics, and storage","2023-3013, 2021-4195"
2023-3120,2022-07-01,2023-06-30,Joint,Australia,150-200M,THE ROYAL AUSTRALIAN COLLEGE OF GENERAL PRACTITIONERS LIMITED (34 000 223 807),RACGP TRAINING SERVICES LIMITED (62 099 141 689),"62099141689, 34000223807",,,https://modernslaveryregister.gov.au/statements/16387/,"Education and research
Charitable / not-for-profit activities",2022-2916
2023-3103,2022-07-01,2023-06-30,Joint,Australia,1BN+,"Pendal Institutional Limited, PERPETUAL LIMITED","PERPETUAL INVESTMENT MANAGEMENT LIMITED, PERPETUAL TRUSTEE COMPANY LIMITED",,"126390627, 000866535, 000431827, 000001007",,https://modernslaveryregister.gov.au/statements/16367/,"Financial, insurance and real estate activities",2024-3222
2023-3076,2022-07-01,2023-06-30,Joint,Australia,500-600M,"PERTH AIRPORT DEVELOPMENT GROUP PTY LTD, PERTH AIRPORT PTY LTD",PERTH AIRPORT PTY LTD,,"076286630, 077153130, 077153130",,https://modernslaveryregister.gov.au/statements/16330/,"Transportation, logistics, and storage",2024-3514
2023-3061,2022-07-01,2023-06-30,Joint,Australia,0-99M,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED (22 100 325 184),"PINNACLE FUND SERVICES LIMITED (29 082 494 362), PINNACLE INVESTMENT MANAGEMENT LIMITED (66 109 659 109), PINNACLE RE SERVICES LIMITED (42 130 508 379), Pinnacle Services Administration Pty Ltd (14 126 175 148)","29082494362, 22100325184, 66109659109, 42130508379, 14126175148",,,https://modernslaveryregister.gov.au/statements/16321/,"Financial, insurance and real estate activities
Professional and administrative services and supplies, including legal, consulting and accounting services","2024-2544, 2022-2373"
2023-3037,2022-07-01,2023-06-30,Single,Australia,250-300M,PILLOW TALK PTY. LTD. (69 010 861 711),,69010861711,,,https://modernslaveryregister.gov.au/statements/16287/,Other,"2025-78, 2022-1900"
2023-3013,2021-07-01,2022-06-30,Single,Australia,1BN+,PFD FOOD SERVICES PTY LTD (29 006 972 381),,29006972381,,,https://modernslaveryregister.gov.au/statements/16271/,"Food and beverages, agriculture and fishing
Transportation, logistics, and storage","2023-3167, 2021-4195"
2023-2942,2022-07-01,2023-06-30,Single,Australia,500-600M,PRIME SUPER PTY LTD (81 067 241 016),,81067241016,,,https://modernslaveryregister.gov.au/statements/16189/,"Financial, insurance and real estate activities","2024-3169, 2022-2360, 2021-3488, 2021-205"
2023-2912,2022-07-01,2023-06-30,Single,Australia,700-800M,Peninsula Health (52 892 860 159),,52892860159,,,https://modernslaveryregister.gov.au/statements/16152/,Healthcare and pharmaceuticals,"2024-2523, 2023-350, 2021-490"
2023-3010,2022-07-01,2023-06-30,Joint,Australia,200-250M,"PLATINUM ASIA INVESTMENTS LIMITED (13 606 647 358), PLATINUM ASSET MANAGEMENT LTD (13 050 064 287), PLATINUM ASSET PTY LIMITED (29 062 954 796), PLATINUM CAPITAL LIMITED (51 063 975 431), PLATINUM INVESTMENT MANAGEMENT LIMITED (25 063 565 006)",,"13606647358, 13050064287, 29062954796, 51063975431, 25063565006",,,https://modernslaveryregister.gov.au/statements/16032/,"Financial, insurance and real estate activities","2024-2404, 2022-2939, 2021-4126, 2021-594"
2023-2800,2022-07-01,2023-06-30,Joint,Australia,600-700M,"PERNOD RICARD PACIFIC HOLDING PTY LTD, PERNOD RICARD WINEMAKERS PTY LTD",PERNOD RICARD WINEMAKERS PTY LTD,,"003678484, 007870046, 007870046",,https://modernslaveryregister.gov.au/statements/15984/,"Food and beverages, agriculture and fishing",
2023-3011,2022-07-01,2023-06-30,Joint,Australia,1BN+,"ZIP CO LIMITED, ZIPMONEY PAYMENTS PTY LTD","POCKETBOOK AUSTRALIA PTY LTD, POCKETBOOK HOLDINGS PTY LTD, POCKETBOOK TECHNOLOGIES PTY LTD, ZIP DOMESTIC HOLDINGS PTY LIMITED, ZIP INTERNATIONAL HOLDINGS PTY LIMITED, ZIPMONEY HOLDINGS PTY LTD, ZIPMONEY PAYMENTS PTY LTD, ZIPMONEY SECURITIES LTD",,"162562110, 162558250, 162562227, 139546428, 635429471, 635428652, 164437316, 164440993, 164440993, 082380023",,https://modernslaveryregister.gov.au/statements/15982/,"Financial, insurance and real estate activities",
2023-2419,2022-07-01,2023-06-30,Joint,Australia,150-200M,"RACT INSURANCE PTY. LTD. (96 068 167 804), RACT INVESTMENT HOLDINGS PTY LTD (17 651 441 548), RACT PTY. LTD. (77 009 551 615), THE ROYAL AUTOMOBILE CLUB OF TASMANIA LIMITED (62 009 475 861)","RACT INSURANCE PTY. LTD. (96 068 167 804), RACT INVESTMENT HOLDINGS PTY LTD (17 651 441 548), RACT PTY. LTD. (77 009 551 615)","96068167804, 96068167804, 17651441548, 17651441548, 77009551615, 77009551615, 62009475861",,,https://modernslaveryregister.gov.au/statements/15506/,"Financial, insurance and real estate activities
Other","2024-2777, 2022-2193, 2021-3604, 2021-396"
2023-1909,2022-04-01,2023-03-30,Joint,"Australia, Japan, United Kingdom",1BN+,"PGSR PTY LTD (14 163 919 113), Toshiba Corporation, Toshiba Europe Limited, TOSHIBA INTERNATIONAL CORPORATION PTY LTD (29 001 555 068), Toshiba International (Europe) Ltd.",,"14163919113, 29001555068",,,https://modernslaveryregister.gov.au/statements/14768/,"Automotive, machinery and heavy electrical equipment
Durable consumer goods, including electronics and appliances, home furnishings and other accessories
Information technology and telecommunication","2024-1923, 2022-1555, 2021-2589, 2021-173"
2023-2910,2022-07-01,2023-06-30,Joint,Australia,1BN+,"PRICEWATERHOUSECOOPERS (52 780 433 757), PRICEWATERHOUSECOOPERS ASEANZ CONSULTING PTY LIMITED (77 606 603 436), PRICEWATERHOUSECOOPERS SECURITIES LTD (54 003 311 617), SCYNE ADVISORY PTY LTD (20 607 773 295), The Trustee for THE PRICEWATERHOUSECOOPERS SERVICES TRUST (52 864 604 756)",,"52780433757, 77606603436, 54003311617, 20607773295, 52864604756",,,https://modernslaveryregister.gov.au/statements/14116/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2024-2382, 2022-2492, 2021-3645, 2021-1018"
2024-34,2022-07-01,2023-06-30,Joint,Australia,100-150M,"RUSSO HIGHER EDUCATION PTY LTD (78 114 135 563), SARINA INVESTMENTS PTY. LTD. (81 056 887 757), SARINA RUSSO JOB ACCESS (AUSTRALIA) PTY. LTD. (21 090 052 350), SARINA RUSSO SCHOOLS AUSTRALIA PTY LTD (39 010 129 325), VOICE - PSYCHOLOGISTS & ALLIED PROFESSIONALS PTY LTD (65 120 069 570)","RUSSO HIGHER EDUCATION PTY LTD (78 114 135 563), SARINA RUSSO SCHOOLS AUSTRALIA PTY LTD (39 010 129 325), VOICE - PSYCHOLOGISTS & ALLIED PROFESSIONALS PTY LTD (65 120 069 570)","78114135563, 78114135563, 81056887757, 21090052350, 39010129325, 39010129325, 65120069570, 65120069570",,,https://modernslaveryregister.gov.au/statements/16762/,Other,"2024-3637, 2023-226, 2021-3853, 2021-1285"
2024-27,2022-07-01,2023-06-30,Single,Australia,350-400M,RSL LIFECARE LIMITED (43 000 048 957),,43000048957,,,https://modernslaveryregister.gov.au/statements/16748/,Charitable / not-for-profit activities,"2024-3441, 2022-2503, 2021-3371, 2021-1615"
2023-3414,2022-07-01,2023-06-30,Joint,United States of America,0-99M,"SC JOHNSON PROFESSIONAL PTY LTD (79 003 964 681), S.C. JOHNSON & SON PTY LTD (71 000 021 009)","SC JOHNSON PROFESSIONAL PTY LTD (79 003 964 681), S.C. JOHNSON & SON PTY LTD (71 000 021 009)","79003964681, 79003964681, 71000021009, 71000021009",,,https://modernslaveryregister.gov.au/statements/16704/,Other,"2024-2744, 2022-2575"
2023-3407,2022-07-01,2023-06-30,Joint,Australia,200-250M,SAUNDERS INTERNATIONAL LIMITED (14 050 287 431),"SAUNDERS ASSET SERVICES PTY LIMITED (95 610 760 426), SAUNDERS AUTOMATION PTY LTD (92 093 758 564), SAUNDERS CIVILBUILD PTY LTD (86 617 431 562), SAUNDERS PLANTWEAVE PTY LIMITED (14 652 303 305), SAUNDERS PROPERTY (NSW) PTY LTD (39 617 486 021)","95610760426, 92093758564, 86617431562, 14050287431, 14652303305, 39617486021",,,https://modernslaveryregister.gov.au/statements/16699/,"Mining, metals, chemicals and resources (including oil and gas)
Construction, civil engineering and building products
Defence and aerospace",2024-3547
2023-3401,2022-07-01,2023-06-30,Joint,"Australia, Canada, Singapore, United Kingdom, United States of America",1BN+,"RESMED ASIA PACIFIC LIMITED (86 070 076 470), RESMED HOLDINGS PTY LTD (28 003 765 133), RESMED PTY LTD (30 003 765 142)","RESMED ASIA PACIFIC LIMITED (86 070 076 470), RESMED PTY LTD (30 003 765 142)","86070076470, 86070076470, 28003765133, 30003765142, 30003765142",,,https://modernslaveryregister.gov.au/statements/16691/,"Durable consumer goods, including electronics and appliances, home furnishings and other accessories
Healthcare and pharmaceuticals","2024-3498, 2022-3129, 2021-4098, 2021-1034"
2023-3363,2022-07-01,2023-06-30,Joint,Australia,250-300M,Reliance Rail Pty Limited (18 111 280 427),Reliance Rail Finance Pty Limited (23 120 380 805),"23120380805, 18111280427",,,https://modernslaveryregister.gov.au/statements/16657/,"Transportation, logistics, and storage","2024-3009, 2022-2943, 2021-3720, 2021-38"
2023-3315,2022-10-01,2023-09-30,Single,Japan,100-150M,RICOH AUSTRALIA PTY LTD,,,000593171,,https://modernslaveryregister.gov.au/statements/16598/,"Durable consumer goods, including electronics and appliances, home furnishings and other accessories
Information technology and telecommunication",
2023-3367,2022-07-01,2023-06-30,Joint,Australia,150-200M,SAVEBA PTY LTD (64 002 728 985),SAVEBA HOSPITALITY PTY LTD (31 602 350 292),"31602350292, 64002728985",,,https://modernslaveryregister.gov.au/statements/16592/,"Food and beverages, agriculture and fishing
Durable consumer goods, including electronics and appliances, home furnishings and other accessories","2024-3489, 2022-2925, 2021-3953, 2021-897"
